ID,Clinic Name,Clinic URL,Telephone Number,Fax Number,Address,Opening Hours
3344,PKWY DENTAL SPECIALISTS @ KOVAN,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47842,69086470,96730632,"988 UPPER SERANGOON ROAD, STARS OF KOVAN, #01-46 SINGAPORE 534733",Monday to Friday : 10:00 am to 07:00 pm | Saturday : 09:00 am to 06:00 pm
3345,PLASTIC SURGERY BY S J LEE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=42950,67379891,67339839,"3 MOUNT ELIZABETH, MOUNT ELIZABETH MEDICAL CENTRE, #16-13 SINGAPORE 228510",
3346,PLASTIC SURGERY CENTRE PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=21720,62359396,62356004,"304 ORCHARD ROAD, LUCKY PLAZA, #06-41 SINGAPORE 238863","Monday to Friday : 10:00 am to 01:00 pm, 02:00 pm to 05:00 pm"
3347,PLATINUM MEDICAL CENTRE PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45292,62571134,62571134,"504 YISHUN STREET 51, MULTI STOREY CAR PARK, #01-02 SINGAPORE 760504","Public Holiday : Closed | Eve of Chinese New Year (24/01/2020) : 08:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:30 pm | Chinese New Year (25/01/2020) : 08:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 07:45 pm | Chinese New Year (26/01/2020) : 06:00 pm to 08:45 pm | Monday to Saturday : 08:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 10:00 pm | Sunday : 06:00 pm to 09:00 pm"
3348,PLATINUM MEDICAL CLINIC AND SURGERY PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=46918,69740800,69740799,"BLK 513 YISHUN STREET 51, SARACA BREEZE @ YISHUN, #01-03 SINGAPORE 760513","Eve of Chinese New Year (24/01/2020) : 06:00 pm to 09:00 pm | Chinese New Year (27/01/2020) : 08:30 am to 01:00 pm, 06:00 pm to 09:00 pm"
3349,PLAZA DENTAL,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=21750,62529960,62529960,"400 BALESTIER ROAD, BALESTIER PLAZA, #01-43 SINGAPORE 329802",Monday to Friday : 09:00 am to 04:30 pm | Saturday : 09:00 am to 01:00 pm | Sunday : Closed
3350,PLUSHEALTH MEDICAL CLINIC & SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45532,62647845,62648520,"89 WHAMPOA DRIVE, #01-841 SINGAPORE 320089","Monday to Thursday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm, 06:00 pm to 09:00 pm | Friday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm | Saturday and Sunday : 09:00 am to 01:00 pm"
3351,PNG UROLOGY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=41230,67322966,67322960,"3 MOUNT ELIZABETH, MOUNT ELIZABETH MEDICAL CENTRE, #07-08 SINGAPORE 228510","Monday to Saturday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 09:00 am to 12:00 pm | Sunday and Public Holiday : Closed"
3352,PNG UROLOGY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=42210,67322966,67322960,"319 JOO CHIAT PLACE, PARKWAY EAST MEDICAL CENTRE, #02-05 SINGAPORE 427989",Monday to Friday : 02:30 pm to 04:30 pm
3353,POINT MEDICAL GROUP,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=21760,62352343,62357313,"290 ORCHARD ROAD, PARAGON, #11-04/05 SINGAPORE 238859","Public Holiday : Closed | Eve of Lunar New Year (04/02/2019) : 09:00 am to 12:00 pm | Monday : 08:30 am to 12:30 pm, 02:00 pm to 05:00 pm | Tuesday and Thursday : 08:30 am to 12:30 pm | Wednesday : 08:30 am to 12:30 pm, 02:00 pm to 05:00 pm | Friday : 08:30 am to 12:30 pm, 02:00 pm to 05:00 pm | Saturday : 08:30 am to 12:30 pm | Sunday : Closed"
3354,POINT MEDICAL GROUP (JURONG POINT),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47399,67922370,67924781,"1 JURONG WEST CENTRAL 2, JURONG POINT SHOPPING CENTRE JP1, #B1A-20A SINGAPORE 648886",
3355,POINT MEDICAL GROUP (TAMAN JURONG),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=21780,62656587,62680424,"BLK 399 YUNG SHENG ROAD, TAMAN JURONG SHOPPING CENTRE, #01-31 SINGAPORE 610399",Public Holiday : Closed | Eve of Chinese New Year (24/01/2020) : 08:30 am to 12:00 pm | Monday to Saturday : 08:30 am to 12:30 pm | Sunday : Closed
3356,POLARIS PLASTIC & RECONSTRUCTIVE SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47972,67374565,65706473,"3 MOUNT ELIZABETH, MOUNT ELIZABETH MEDICAL CENTRE, #08-05 SINGAPORE 228510",
3357,POLARIS PLASTIC & RECONSTRUCTIVE SURGERY @CAMDEN,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48554,67374565,67374565,"1 ORCHARD BOULEVARD, CAMDEN CENTRE, #10-08 SINGAPORE 248649",
3358,POLARIS PLASTIC AND RECONSTRUCTIVE SURGERY @ GLENEAGLES,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48501,64738826,64738727,"6 NAPIER ROAD, GLENEAGLES MEDICAL CENTRE, #08-01 SINGAPORE 258499",
3359,POLYGEMS DENTAL CARE (CANBERRA),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=46437,69090887,69090887,"BLK 105 CANBERRA STREET, #02-02 SINGAPORE 750105",
3360,POLYGEMS DENTAL CARE (SELETAR),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=46144,69090889,69090888,"417 FERNVALE LINK, #01-04 SINGAPORE 790417",
3361,POLYGEMS DENTAL CARE (Y2),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=46956,63622204,63622204,"BLK 675 YISHUN AVENUE 4, #01-04 SINGAPORE 760675",
3362,POLYGEMS DENTAL CARE (YISHUN),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45822,69090888,69090888,"BLK 507 YISHUN AVENUE 4, #01-06 SINGAPORE 760507",
3363,PONGGOL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=21790,62802585,62802585,"BLK 23 HOUGANG AVE 3, #01-283 SINGAPORE 530023",
3364,POON & PHAY DENTAL SURGEONS PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=21800,63375365,67373348,"8 SINARAN DRIVE, NOVENA SPECIALIST CENTRE, #05-01 SINGAPORE 307470",
3365,POON & PHAY DENTAL SURGEONS PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47324,63375365,67373348,"8 SINARAN DRIVE, NOVENA SPECIALIST CENTER, #05-17 SINGAPORE 307470",
3366,POON'S CLINIC FOR WOMEN PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=21810,68581233,68581211,"108 HOUGANG AVE 1, #01-1259 SINGAPORE 530108","Monday : 09:00 am to 12:30 pm, 02:00 pm to 04:30 pm, 07:00 pm to 09:00 pm | Monday to Friday : 09:00 am to 12:30 pm, 02:00 pm to 04:30 pm | Wednesday : 09:00 am to 12:30 pm, 02:00 pm to 04:30 pm, 07:00 pm to 09:00 pm | Saturday : 09:00 am to 02:00 pm"
3367,POTONG PASIR MEDICAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=46496,62624384,62824381,"BLK 148 POTONG PASIR AVENUE 1, #01-55 SINGAPORE 350148","Public Holiday : Closed | Monday to Friday : 08:30 am to 12:30 am, 02:00 pm to 04:30 pm, 06:00 pm to 09:00 pm | Saturday to Sunday : 08:30 am to 12:30 pm"
3368,POW FAMILY CLINIC & SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=21840,62878105,62875427,"BLK 620 HOUGANG AVE 8, #01-264 SINGAPORE 530620","Public Holiday : Closed | Public Holiday : 09:00 am to 12:00 pm | Eve of Chinese New Year (24/01/2020) : 09:00 am to 12:00 pm | Monday to Friday : 09:00 am to 12:30 pm, 02:30 pm to 04:30 pm, 07:00 pm to 09:00 pm | Saturday to Sunday : 09:00 am to 12:30 pm"
3369,PRAISE FAMILY CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=21850,67843785,67852411,"BLK 717 TAMPINES ST 72, #01-75 SINGAPORE 520717","Monday to Friday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm, 07:00 pm to 09:00 pm | Saturday : 08:30 am to 12:30 pm | Sunday and Public Holiday : Closed"
3370,PRECIOUS DENTAL CENTRE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=46721,67088000,66816656,"290 ORCHARD ROAD, THE PARAGON, #12-01 SINGAPORE 238859",
3371,PRECIOUS DENTAL CENTRE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48138,67088000,67088000,"80 MARINE PARADE ROAD, PARKWAY PARADE, #01-11B SINGAPORE 449269",
3372,PRECIOUS MEDICAL CENTRE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=46720,67088000,66816656,"290 ORCHARD ROAD, THE PARAGON, #12-01 SINGAPORE 238859",Monday to Friday : 08:30 am to 05:30 pm | Saturday : 08:30 am to 12:30 pm
3373,PRECIOUS MEDICAL CENTRE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48033,67088000,82228488,"80 MARINE PARADE ROAD, PARKWAY PARADE, #01-11B SINGAPORE 449269",
3374,PRECIOUS SURGERY CENTRE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=46665,67088000,62388567,"290 ORCHARD ROAD,, PARAGON, #12-01 SINGAPORE 238859",Monday to Friday : 08:00 am to 05:30 pm | Saturday to Saturday : 08:00 am to 01:00 pm
3375,PREMIER CLINIC & SURGERY PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=21890,64562982,64535316,"BLK 631 ANG MO KIO AVE 4, #01-936 SINGAPORE 560631","Public Holiday : Closed | Monday : 09:00 am to 12:30 pm, 02:30 pm to 04:30 pm, 07:00 pm to 08:30 pm | Monday to Wednesday : 09:30 am to 12:30 pm, 02:30 pm to 04:30 pm | Thursday and Saturday : 09:30 am to 12:30 pm | Friday and Sunday : Closed"
3376,PREMIER DENTAL CARE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45642,62415339,62415339,"BLK 418 BEDOK NORTH AVENUE 2, #01-63 SINGAPORE 460418","Monday to Friday : 09:30 am to 12:30 pm, 02:00 pm to 05:00 pm | Saturday : 09:30 am to 12:30 pm"
3377,PREMIER HEALTHCARE CLINIC & SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=21910,65642855,,"BLK 376 BUKIT BATOK ST 31, #01-106 SINGAPORE 650376","Public Holiday : Closed | Monday and Wednesday : 08:30 am to 12:00 pm, 01:00 pm to 03:30 pm, 06:45 pm to 09:15 pm | Tuesday and Thursday : 08:30 am to 12:00 pm, 01:00 pm to 03:30 pm | Friday : 08:30 am to 12:00 pm, 01:00 pm to 03:30 pm, 06:45 pm to 09:15 pm | Saturday and Sunday : 09:00 am to 12:00 pm"
3378,PRENATAL DIAGNOSTIC CENTRE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45108,69330988,62688280,"38 IRRAWADDY ROAD, MOUNT ELIZABETH NOVENA HOSPITAL, -LEVEL 3 SINGAPORE 329563",
3379,PRESIDENT MEDICAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=21920,62541678,62541678,"BLK 74 WHAMPOA DR, #01-338 SINGAPORE 320074","Public Holiday : Closed | Eve of Chinese New Year (24/01/2020) : 09:00 am to 12:30 pm | Monday to Friday : 09:00 am to 12:30 pm, 02:00 pm to 05:00 pm, 07:00 pm to 09:00 pm | Saturday and Sunday : 09:00 am to 12:30 pm"
3380,PRESTIGE FAMILY CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48336,61234567,62345678,"398 UPPER PAYA LEBAR ROAD, PRESTIGE POINT, #02-03 SINGAPORE 534986",
3381,PRIMARY CARE ASIA,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=46488,66725008,66725688,"290 ORCHARD ROAD, THE PARAGON, #15-11/12 SINGAPORE 238859",Eve of Chinese New Year (24/01/2020) : 08:30 am to 01:00 pm
3382,PRIME DENTAL SURGEONS,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=21940,64560335,64544087,"163 ANG MO KIO AVE 4, #01-422 SINGAPORE 560163",Monday : 09:00 am to 09:00 pm | Tuesday and Thursday : 09:00 am to 06:00 pm | Wednesday and Friday : 09:00 am to 09:00 pm | Saturday : 09:00 am to 01:00 pm | Sunday and Public Holiday : Closed
3383,PRIME HEART CENTRE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=46805,62519671,62581360,"6A NAPIER ROAD, GLENEAGLES HOSPITAL ANNEX BLOCK, #03-37C SINGAPORE 258500",
3384,PRIME HEART CENTRE @ ORCHARD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48596,62519793,62520780,"3 MOUNT ELIZABETH, MOUNT ELIZABETH MEDICAL CENTRE, #12-13 SINGAPORE 228510",
3385,PRIME MEDICAL GROUP PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=21950,67328096,67375841,"290 ORCHARD ROAD, PARAGON MEDICAL CENTRE, #18-01 SINGAPORE 238859",Monday to Friday : 09:00 am to 05:00 pm | Saturday : 09:00 am to 01:00 pm
3386,PRIME SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=46693,88221611,64738727,"6 NAPIER ROAD, GLENEAGLES MEDICAL CENTRE, #08-01 SINGAPORE 258499",Monday to Friday : 09:00 am to 05:00 pm
3387,PRIME SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47784,88221611,64738727,"38 IRRAWADDY ROAD, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE, #06-42 SINGAPORE 329563",
3388,PRIMECARE MEDICAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=21970,63863007,63865529,"BLK 681 HOUGANG AVE 8, #01-823 SINGAPORE 530681","Eve of Chinese New Year (24/01/2020) : 08:30 am to 12:30 pm | Monday to Friday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm | Monday to Thursday : 07:00 pm to 09:00 pm | Saturday to Saturday : 08:30 am to 12:30 pm"
3389,PRINCETON DENTAL SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=43661,67633378,67633378,"445 FAJAR ROAD, FAJAR SHOPPING CENTRE, #01-546 SINGAPORE 670445",
3390,PRINCETON FAMILY CLINIC PTE LTD.,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=22000,67622278,67622278,"445 FAJAR RD, FAJAR SHOPPING CENTRE, #01-546 SINGAPORE 670445","Public Holiday : 09:00 am to 12:30 pm | Eve of Chinese New Year (24/01/2020) : 09:00 am to 12:00 pm | Chinese New Year (27/01/2020) : 09:00 am to 12:00 pm | Monday to Thursday : 09:00 am to 03:30 pm, 07:00 pm to 09:00 pm | Friday : 09:00 am to 03:30 pm | Saturday and Sunday : 09:00 am to 12:30 pm"
3391,PRIORITY DENTAL,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48351,RIORITY DENTAL,97682278,"149 ROCHOR ROAD, FU LU SHOU COMPLEX, #B1-29 SINGAPORE 188425",
3392,PRISTINE DENTALWORKS,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=46835,67481214,67481214,"18 JALAN MASJID, KEMBANGAN PLAZA, #01-07 SINGAPORE 418944",
3393,PRISTINE MEDICAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=37350,65693455,65672440,"463 JURONG WEST STREET 41, #01-582 SINGAPORE 640463","Eve of Chinese New Year (24/01/2020) : 09:00 am to 12:00 pm, 03:30 pm to 04:30 pm | Chinese New Year (27/01/2020) : 09:00 am to 12:30 pm, 03:00 pm to 04:00 pm, 06:30 pm to 10:00 pm | Monday to Thursday : 09:00 am to 01:00 pm, 03:00 pm to 04:30 pm, 06:30 pm to 10:30 pm | Friday : 09:00 am to 12:30 pm, 03:30 pm to 04:30 pm | Saturday : 09:00 am to 01:00 pm | Sunday : 09:00 am to 01:00 pm, 03:00 pm to 04:30 pm, 06:30 pm to 10:30 pm"
3394,PRIVATE SPACE MEDICAL,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47894,69797886,,"1 FARRER PARK STATION ROAD, CONNEXION, #11-09 SINGAPORE 217562",Public Holiday : Closed | Monday to Friday : 09:00 am to 05:00 pm | Saturday : 09:00 am to 01:00 pm | Sunday : Closed
3395,PRO-LIFE MEDICAL ASSOCIATES,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=22060,67646717,67646717,"BLK 253 CHOA CHU KANG AVE 1, #01-20 SINGAPORE 680253","Eve of Chinese New Year (24/01/2020) : 08:30 am to 12:30 pm | Monday to Thursday : 08:30 am to 12:30 pm, 06:30 pm to 08:30 pm | Friday to Friday : 08:30 am to 12:30 pm | Saturday to Saturday : 09:00 am to 12:30 pm | Sunday to Sunday : 09:00 am to 12:00 pm"
3396,PROCROSS MEDICAL CENTRE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=44849,67022848,67022840,"BLK 449 HOUGANG AVENUE 10, #B1-509 SINGAPORE 530449","Eve of Chinese New Year (24/01/2020) : 09:30 am to 11:30 am | Monday to Friday : 12:30 pm to 04:30 pm, 07:00 pm to 09:00 pm | Saturday to Sunday : 09:00 am to 12:00 pm"
3397,PROCROSS MEDICAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=44991,62199648,67022840,"BLK 689A WOODLANDS DRIVE 75, #01-86 SINGAPORE 731689","Eve of Chinese New Year (24/01/2020) : 08:00 am to 12:00 pm | Monday to Friday : 08:00 am to 12:00 pm, 05:00 pm to 08:00 pm | Saturday to Sunday : 12:30 pm to 03:00 pm"
3398,PROFILE DENTAL SURGERY PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=22040,63396806,63396806,"150 ORCHARD ROAD, ORCHARD PLAZA, #07-12 SINGAPORE 238841",Monday to Saturday : 09:00 am to 07:00 pm | Sunday and Public Holiday : Closed
3399,PROHEALTH 24-HOUR MEDICAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=22050,67652115,67623115,"BLK 259 BUKIT PANJANG RING RD, #01-18 SINGAPORE 671259",24 Hour
3400,PROHEALTH MEDICAL GROUP @BUANGKOK,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=38033,64818066,64818096,"BLK 275D COMPASSVALE LINK, #01-01(UNIT 12) SINGAPORE 544275",Public Holiday : 09:00 am to 10:00 pm | Eve of Chinese New Year (21/01/2023) : 08:00 am to 01:00 pm | Chinese New Year (CNY Day 1) (22/01/2023) : Closed | Chinese New Year (CNY Day 2) (23/01/2023) : Closed | Chinese New Year (CNY Day 3) (24/01/2023) : 09:00 am to 10:00 pm | Monday to Friday : 08:00 am to 10:00 pm | Saturday to Saturday : 08:00 am to 01:00 pm | Sunday to Sunday : 08:00 am to 10:00 pm
3401,PROHEALTH MEDICAL GROUP @BUKIT BATOK,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47446,69708330,64720354,"4 BUKIT BATOK STREET 41, LE QUEST, #01-76 SINGAPORE 657991",Public Holiday : 09:00 am to 10:00 pm | Eve of Chinese New Year (21/01/2023) : 08:00 am to 01:00 pm | Chinese New Year (CNY Day 1) (22/01/2023) : 03:30 pm to 10:00 pm | Chinese New Year (CNY Day 2) (23/01/2023) : 09:00 am to 10:00 pm | Chinese New Year (CNY Day 3) (24/01/2023) : 09:00 am to 10:00 pm | Monday to Friday : 08:00 am to 10:00 pm | Saturday : 08:00 am to 01:00 pm | Sunday : 08:00 am to 10:00 pm
3402,PROHEALTH MEDICAL GROUP @FERNVALE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=37431,68864780,68864768,"33 SENGKANG WEST AVENUE, THE SELETAR MALL, #B1-18 SINGAPORE 797653",Public Holiday : 09:00 am to 10:00 pm | Eve of Chinese New Year (21/01/2023) : 08:00 am to 01:00 pm | Chinese New Year (CNY Day 1) (22/01/2023) : 03:30 pm to 10:00 pm | Chinese New Year (CNY Day 2) (23/01/2023) : 09:00 am to 10:00 pm | Chinese New Year (CNY Day 3) (24/01/2023) : 09:00 am to 10:00 pm | Monday to Friday : 08:00 am to 10:00 pm | Saturday to Saturday : 08:00 am to 01:00 pm | Sunday to Sunday : 08:00 am to 10:00 pm
3403,PROHEALTH MEDICAL GROUP @HOUGANG,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45277,63847662,63847962,"476D UPPER SERANGOON VIEW, HOUGANG CAPEVIEW, #02-04 SINGAPORE 537476",Public Holiday : 09:00 am to 10:00 pm | Eve of Chinese New Year (21/01/2023) : 08:00 am to 01:00 pm | Chinese New Year (CNY Day 1) (22/01/2023) : 03:30 pm to 10:00 pm | Chinese New Year (CNY Day 2) (23/01/2023) : 09:00 am to 10:00 pm | Chinese New Year (CNY Day 3) (24/01/2023) : 09:00 am to 10:00 pm | Monday to Friday : 08:00 am to 10:00 pm | Saturday : 08:00 am to 01:00 pm | Sunday : 08:00 am to 10:00 pm
3404,PROHEALTH MEDICAL GROUP @LRT FERNVALE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=40160,64411672,64411673,"BLK 437 FERNVALE ROAD, FERNVALE GROVE, #01-04 SINGAPORE 790437",Public Holiday : 09:00 am to 10:00 pm | Eve of Chinese New Year (21/01/2023) : 08:00 am to 01:00 pm | Chinese New Year (CNY Day 1) (22/01/2023) : Closed | Chinese New Year (CNY Day 2) (23/01/2023) : Closed | Chinese New Year (CNY Day 3) (24/01/2023) : Closed | Monday to Friday : 08:00 am to 10:00 pm | Saturday to Saturday : 08:00 am to 01:00 pm | Sunday to Sunday : 08:00 am to 10:00 pm
3405,PROHEALTH MEDICAL GROUP @PUNGGOL DAMAI,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=42050,65091580,65091581,"BLK 612 PUNGGOL DRIVE, DAMAI GROVE, #01-05 SINGAPORE 820612",Public Holiday : 09:00 am to 10:00 pm | Eve of Chinese New Year (21/01/2023) : 08:00 am to 01:00 am | Chinese New Year (CNY Day 1) (22/01/2023) : Closed | Chinese New Year (CNY Day 2) (23/01/2023) : Closed | Chinese New Year (CNY Day 3) (24/01/2023) : Closed | Monday to Friday : 08:00 am to 10:00 pm | Saturday to Saturday : 08:00 am to 01:00 pm | Sunday to Sunday : 08:00 am to 10:00 pm
3406,PROHEALTH MEDICAL GROUP @PUNGGOL NORTHSHORE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47852,69087984,69087985,"BLK 407 NORTHSHORE DRIVE, NORTHSHORE PLAZA 1, #01-26 SINGAPORE 820407",Public Holiday : 09:00 am to 10:00 pm | Eve of Chinese New Year (21/01/2023) : 08:00 am to 01:00 pm | Chinese New Year (CNY Day 1) (22/01/2023) : 03:30 pm to 10:00 pm | Chinese New Year (CNY Day 2) (23/01/2023) : 09:00 am to 10:00 pm | Chinese New Year (CNY Day 3) (24/01/2023) : 09:00 am to 10:00 pm | Monday to Friday : 08:00 am to 10:00 pm | Saturday : 08:00 am to 01:00 pm | Sunday : 08:00 am to 10:00 pm
3407,PROHEALTH MEDICAL GROUP @PUNGGOL SPECTRA,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=43630,65091581,64447702,"BLK 622D PUNGGOL CENTRAL, #01-02 SINGAPORE 824622",Public Holiday : 09:00 am to 10:00 pm | Eve of Chinese New Year (21/01/2023) : 08:00 am to 01:00 pm | Chinese New Year (CNY Day 1) (22/01/2023) : Closed | Chinese New Year (CNY Day 2) (23/01/2023) : Closed | Chinese New Year (CNY Day 3) (24/01/2023) : Closed | Monday to Friday : 08:00 am to 10:00 pm | Saturday : 08:00 am to 01:00 pm | Sunday : 08:00 am to 10:00 pm
3408,PROHEALTH MEDICAL GROUP @TAMAN JURONG,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=38100,62682628,62683456,"399 YUNG SHENG ROAD, TAMAN JURONG SHOPPING CENTRE, #01-56 SINGAPORE 610399",Public Holiday : 09:00 am to 10:00 pm | Eve of Chinese New Year (21/01/2023) : 08:00 am to 01:00 pm | Chinese New Year (CNY Day 1) (22/01/2023) : 03:30 pm to 10:00 pm | Chinese New Year (CNY Day 2) (23/01/2023) : 09:00 am to 10:00 pm | Chinese New Year (CNY Day 3) (24/01/2023) : 09:00 am to 10:00 pm | Monday to Friday : 08:00 am to 10:00 pm | Saturday to Saturday : 08:00 am to 01:00 pm | Sunday to Sunday : 08:00 am to 10:00 pm
3409,PROHEALTH MEDICAL GROUP @TAMPINES,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47508,69707114,69707115,"BLK 610 TAMPINES NORTH DRIVE 1, TAMPINES GREENWEAVE, #01-03 SINGAPORE 520610",Public Holiday : 09:00 am to 10:00 pm | Eve of Chinese New Year (21/01/2023) : 08:00 am to 01:00 am | Chinese New Year (CNY Day 1) (22/01/2023) : Closed | Chinese New Year (CNY Day 2) (23/01/2023) : Closed | Chinese New Year (CNY Day 3) (24/01/2023) : Closed | Monday to Friday : 08:00 am to 10:00 pm | Saturday : 08:00 am to 01:00 pm | Sunday : 08:00 am to 10:00 pm
3410,PROHEALTH MEDICAL GROUP @WOODLEIGH,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48535,65399769,65399780,"11 BIDADARI PARK DRIVE, THE WOODLEIGH MALL, #02-10 SINGAPORE 367803",
